state,spending_type,income_level,age_group,total_spendings,date_posted
NY,Food and Restaurent,High Income,40 to 50,237,1/10/2014
NY,Entertainment,High Income,30 to 40,388,1/10/2014
NY,Gamble,High Income,<= 30,0,1/10/2014
NY,Gamble,High Income,<= 30,0,1/10/2014
NY,Food and Restaurent,High Income,<= 30,77,1/10/2014
NY,Food and Restaurent,High Income,<= 30,180,1/10/2014
NY,Food and Restaurent,High Income,<= 30,319,1/10/2014
NY,Hobby,High Income,30 to 40,446,1/10/2014
NY,Hobby,High Income,30 to 40,104,1/10/2014
NY,Food and Restaurent,High Income,<= 30,216,1/10/2014
NY,Hobby,High Income,30 to 40,128,1/10/2014
NY,Food and Restaurent,High Income,30 to 40,244,1/10/2014
NY,Food and Restaurent,High Income,30 to 40,248,1/10/2014
NY,Food and Restaurent,High Income,30 to 40,119,1/10/2014
NY,Hobby,High Income,<= 30,207,1/11/2014
NY,Hobby,High Income,40 to 50,202,1/11/2014
NY,Food and Restaurent,High Income,<= 30,112,1/11/2014
NY,Food and Restaurent,High Income,<= 30,182,1/11/2014
NY,Food and Restaurent,High Income,<= 30,204,1/11/2014
NY,Education,High Income,30 to 40,661,1/11/2014
NY,Food and Restaurent,High Income,<= 30,557,1/11/2014
NY,Gamble,High Income,<= 30,0,1/11/2014
NY,Hobby,High Income,<= 30,294,1/11/2014
NY,Food and Restaurent,High Income,<= 30,202,1/11/2014
NY,Entertainment,High Income,40 to 50,236,1/12/2014
NY,Entertainment,High Income,40 to 50,720,1/12/2014
NY,Gamble,High Income,>= 50,130,1/12/2014
NY,Gamble,High Income,>= 50,1156,1/12/2014
NY,Food and Restaurent,High Income,30 to 40,224,1/12/2014
NY,Food and Restaurent,High Income,<= 30,294,1/12/2014
NY,Hobby,High Income,40 to 50,590,1/12/2014
NY,Food and Restaurent,High Income,30 to 40,724,1/12/2014
NY,Food and Restaurent,High Income,<= 30,146,1/12/2014
NY,Gamble,High Income,30 to 40,148,1/12/2014
NY,Gamble,High Income,<= 30,0,1/12/2014
NY,Gamble,High Income,<= 30,0,1/12/2014
NY,Entertainment,High Income,<= 30,1998,1/12/2014
NY,Food and Restaurent,High Income,<= 30,201,1/12/2014
NY,Food and Restaurent,High Income,30 to 40,189,1/12/2014
NY,Food and Restaurent,High Income,30 to 40,321,1/12/2014
NY,Gamble,High Income,<= 30,0,1/12/2014
NY,Hobby,High Income,30 to 40,347,1/12/2014
NY,Food and Restaurent,High Income,30 to 40,403,1/12/2014
NY,Entertainment,High Income,30 to 40,437,1/12/2014
NY,Hobby,High Income,<= 30,146,1/12/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Gamble,Medium Income,<= 30,0,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Hobby,High Income,30 to 40,138,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Hobby,High Income,<= 30,225,1/13/2014
NY,Hobby,High Income,30 to 40,492,1/13/2014
NY,Hobby,High Income,30 to 40,223,1/13/2014
NY,Food and Restaurent,High Income,<= 30,270,1/13/2014
NY,Entertainment,High Income,<= 30,148,1/13/2014
NY,Food and Restaurent,High Income,<= 30,498,1/13/2014
NY,Food and Restaurent,High Income,>= 50,254,1/13/2014
NY,Gamble,High Income,<= 30,0,1/13/2014
NY,Food and Restaurent,High Income,<= 30,116,1/13/2014
NY,Food and Restaurent,High Income,<= 30,112,1/14/2014
NY,Gamble,High Income,<= 30,60,1/14/2014
NY,Entertainment,High Income,<= 30,228,1/14/2014
NY,Food and Restaurent,High Income,30 to 40,163,1/14/2014
NY,Food and Restaurent,High Income,>= 50,538,1/14/2014
NY,Food and Restaurent,High Income,<= 30,336,1/14/2014
NY,Gamble,High Income,<= 30,0,1/14/2014
NY,Hobby,High Income,30 to 40,1374,1/14/2014
NY,Hobby,High Income,30 to 40,598,1/14/2014
NY,Education,High Income,<= 30,602,1/14/2014
NY,Hobby,High Income,40 to 50,466,1/14/2014
NY,Gamble,High Income,<= 30,0,1/14/2014
NY,Food and Restaurent,High Income,30 to 40,293,1/15/2014
NY,Hobby,High Income,30 to 40,444,1/15/2014
NY,Food and Restaurent,High Income,<= 30,77,1/15/2014
NY,Food and Restaurent,High Income,<= 30,205,1/15/2014
NY,Gamble,High Income,<= 30,0,1/15/2014
NY,Food and Restaurent,High Income,<= 30,420,1/15/2014
NY,Hobby,High Income,30 to 40,323,1/16/2014
NY,Hobby,High Income,30 to 40,118,1/16/2014
NY,Gamble,High Income,<= 30,0,1/16/2014
NY,Hobby,High Income,40 to 50,201,1/16/2014
NY,Entertainment,High Income,40 to 50,670,1/16/2014
NY,Food and Restaurent,High Income,<= 30,98,1/17/2014
NY,Gamble,High Income,<= 30,0,1/17/2014
NY,Food and Restaurent,High Income,40 to 50,138,1/17/2014
NY,Food and Restaurent,High Income,<= 30,453,1/17/2014
NY,Entertainment,High Income,<= 30,530,1/17/2014
NY,Gamble,High Income,>= 50,5000,1/17/2014
NY,Gamble,High Income,<= 30,0,1/17/2014
NY,Food and Restaurent,High Income,30 to 40,45,1/17/2014
NY,Food and Restaurent,High Income,30 to 40,669,1/17/2014
NY,Food and Restaurent,High Income,30 to 40,11401,1/17/2014
NY,Food and Restaurent,High Income,<= 30,218,1/18/2014
NY,Food and Restaurent,High Income,<= 30,336,1/18/2014
NY,Hobby,High Income,30 to 40,569,1/18/2014
NY,Education,High Income,40 to 50,1111,1/18/2014
NY,Entertainment,High Income,40 to 50,855,1/18/2014
NY,Food and Restaurent,High Income,40 to 50,657,1/18/2014
NY,Hobby,High Income,>= 50,420,1/18/2014
NY,Hobby,High Income,>= 50,1304,1/18/2014
NY,Entertainment,High Income,<= 30,945,1/18/2014
NY,Hobby,High Income,<= 30,382,1/18/2014
NY,Food and Restaurent,High Income,<= 30,554,1/18/2014
NY,Hobby,High Income,>= 50,1651,1/18/2014
NY,Gamble,High Income,40 to 50,2261,1/19/2014
NY,Hobby,High Income,<= 30,177,1/19/2014
NY,Hobby,High Income,40 to 50,4081.16,1/19/2014
NY,Entertainment,High Income,30 to 40,130,1/19/2014
NY,Food and Restaurent,High Income,<= 30,327,1/19/2014
NY,Food and Restaurent,High Income,30 to 40,630,1/19/2014
NY,Hobby,High Income,30 to 40,256,1/19/2014
NY,Food and Restaurent,High Income,<= 30,167,1/19/2014
NY,Gamble,High Income,<= 30,0,1/19/2014
NY,Food and Restaurent,High Income,<= 30,989,1/19/2014
NY,Food and Restaurent,High Income,40 to 50,282,1/19/2014
NY,Food and Restaurent,High Income,40 to 50,135,1/19/2014
NY,Hobby,High Income,30 to 40,636,1/19/2014
NY,Food and Restaurent,High Income,<= 30,709,1/19/2014
NY,Hobby,High Income,<= 30,167,1/20/2014
NY,Food and Restaurent,High Income,30 to 40,74,1/20/2014
NY,Food and Restaurent,High Income,40 to 50,168,1/20/2014
NY,Education,High Income,30 to 40,1215,1/20/2014
NY,Education,High Income,>= 50,1281,1/20/2014
NY,Hobby,High Income,30 to 40,156,1/20/2014
NY,Food and Restaurent,High Income,30 to 40,428,1/20/2014
NY,Entertainment,High Income,>= 50,1295,1/21/2014
NY,Food and Restaurent,High Income,<= 30,147,1/21/2014
NY,Food and Restaurent,High Income,<= 30,390,1/21/2014
NY,Hobby,High Income,40 to 50,510,1/21/2014
NY,Food and Restaurent,High Income,<= 30,217,1/21/2014
NY,Entertainment,High Income,30 to 40,364,1/21/2014
NY,Food and Restaurent,High Income,40 to 50,68,1/21/2014
NY,Food and Restaurent,High Income,30 to 40,151,1/22/2014
NY,Food and Restaurent,High Income,30 to 40,187,1/22/2014
NY,Hobby,High Income,30 to 40,659,1/23/2014
NY,Hobby,High Income,>= 50,1051,1/23/2014
NY,Education,High Income,>= 50,720,1/23/2014
NY,Gamble,High Income,30 to 40,64,1/23/2014
NY,Gamble,High Income,<= 30,0,1/23/2014
NY,Hobby,High Income,30 to 40,404,1/23/2014
NY,Gamble,High Income,<= 30,0,1/23/2014
NY,Food and Restaurent,High Income,<= 30,46,1/23/2014
NY,Food and Restaurent,High Income,<= 30,94,1/23/2014
NY,Food and Restaurent,High Income,<= 30,133,1/23/2014
NY,Food and Restaurent,High Income,<= 30,215,1/23/2014
NY,Food and Restaurent,High Income,<= 30,170,1/23/2014
NY,Entertainment,High Income,30 to 40,950,1/23/2014
NY,Hobby,High Income,30 to 40,253,1/24/2014
NY,Hobby,High Income,>= 50,1191,1/24/2014
NY,Food and Restaurent,High Income,<= 30,1344,1/24/2014
NY,Food and Restaurent,High Income,<= 30,335,1/24/2014
NY,Gamble,High Income,<= 30,0,1/24/2014
NY,Hobby,High Income,30 to 40,229,1/24/2014
NY,Hobby,High Income,30 to 40,425,1/24/2014
NY,Food and Restaurent,High Income,30 to 40,225,1/24/2014
NY,Gamble,High Income,<= 30,0,1/24/2014
NY,Food and Restaurent,High Income,<= 30,304,1/24/2014
NY,Hobby,High Income,30 to 40,182,1/24/2014
NY,Hobby,High Income,30 to 40,203,1/24/2014
NY,Hobby,Low Income,30 to 40,714,1/24/2014
NY,Gamble,High Income,<= 30,0,1/24/2014
NY,Hobby,High Income,30 to 40,349,1/24/2014
NY,Education,High Income,30 to 40,2800,1/24/2014
NY,Food and Restaurent,High Income,40 to 50,244,1/24/2014
NY,Entertainment,High Income,40 to 50,900,1/24/2014
NY,Entertainment,High Income,40 to 50,534,1/24/2014
NY,Hobby,High Income,30 to 40,244,1/24/2014
NY,Food and Restaurent,High Income,40 to 50,1489,1/24/2014
NY,Entertainment,High Income,40 to 50,1337,1/24/2014
NY,Food and Restaurent,High Income,40 to 50,961.86,1/25/2014
NY,Entertainment,High Income,40 to 50,696,1/25/2014
NY,Entertainment,High Income,40 to 50,1264.97,1/25/2014
NY,Hobby,High Income,40 to 50,259,1/25/2014
NY,Entertainment,High Income,40 to 50,0,1/25/2014
NY,Food and Restaurent,High Income,40 to 50,239,1/25/2014
NY,Hobby,High Income,40 to 50,751,1/25/2014
NY,Entertainment,High Income,30 to 40,679,1/25/2014
NY,Hobby,High Income,<= 30,409,1/25/2014
NY,Hobby,High Income,30 to 40,177,1/25/2014
NY,Gamble,High Income,<= 30,0,1/25/2014
NY,Food and Restaurent,High Income,30 to 40,383,1/25/2014
NY,Entertainment,High Income,>= 50,442,1/26/2014
NY,Gamble,High Income,40 to 50,277,1/26/2014
NY,Hobby,High Income,30 to 40,893,1/26/2014
NY,Entertainment,High Income,>= 50,726,1/26/2014
NY,Education,High Income,30 to 40,1521,1/26/2014
NY,Gamble,Low Income,<= 30,0,1/26/2014
NY,Education,High Income,40 to 50,722,1/26/2014
NY,Hobby,High Income,30 to 40,524,1/26/2014
NY,Food and Restaurent,Low Income,>= 50,1288,1/26/2014
NY,Hobby,High Income,<= 30,327,1/26/2014
NY,Entertainment,High Income,40 to 50,139,1/26/2014
NY,Gamble,High Income,40 to 50,152,1/26/2014
NY,Food and Restaurent,Low Income,>= 50,347,1/26/2014
NY,Gamble,High Income,40 to 50,183,1/26/2014
NY,Entertainment,High Income,40 to 50,355,1/26/2014
NY,Hobby,High Income,40 to 50,464,1/26/2014
NY,Hobby,High Income,40 to 50,1971,1/26/2014
NY,Gamble,High Income,<= 30,0,1/26/2014
NY,Food and Restaurent,High Income,<= 30,195,1/26/2014
NY,Gamble,High Income,<= 30,0,1/26/2014
NY,Gamble,High Income,<= 30,0,1/26/2014
NY,Hobby,High Income,40 to 50,457,1/26/2014
NY,Gamble,High Income,<= 30,0,1/26/2014
NY,Entertainment,High Income,30 to 40,466,1/26/2014
NY,Hobby,High Income,30 to 40,257,1/26/2014
NY,Education,High Income,<= 30,543,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Education,High Income,40 to 50,236,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Hobby,High Income,30 to 40,559,1/27/2014
NY,Gamble,High Income,<= 30,0,1/27/2014
NY,Entertainment,High Income,30 to 40,286,1/27/2014
NY,Hobby,High Income,<= 30,170,1/27/2014
NY,Food and Restaurent,High Income,<= 30,199,1/28/2014
NY,Food and Restaurent,High Income,40 to 50,129,1/28/2014
NY,Food and Restaurent,High Income,<= 30,80,1/28/2014
NY,Food and Restaurent,High Income,<= 30,244,1/28/2014
NY,Gamble,High Income,<= 30,0,1/28/2014
NY,Hobby,High Income,40 to 50,493,1/29/2014
NY,Gamble,High Income,<= 30,0,1/29/2014
NY,Entertainment,High Income,30 to 40,318,1/29/2014
NY,Entertainment,High Income,30 to 40,311,1/29/2014
NY,Food and Restaurent,High Income,>= 50,533,1/29/2014
NY,Entertainment,High Income,<= 30,294,1/31/2014
NY,Food and Restaurent,High Income,30 to 40,604,1/31/2014
NY,Food and Restaurent,High Income,30 to 40,397,1/31/2014
NY,Food and Restaurent,High Income,<= 30,741.6,1/31/2014
NY,Entertainment,High Income,>= 50,366,1/31/2014
NY,Food and Restaurent,High Income,40 to 50,270,1/31/2014
NY,Hobby,High Income,40 to 50,718,1/31/2014
NY,Gamble,High Income,30 to 40,1292,2/2/2014
NY,Food and Restaurent,High Income,40 to 50,433,2/2/2014
NY,Entertainment,High Income,40 to 50,542,2/2/2014
NY,Entertainment,High Income,40 to 50,730,2/2/2014
NY,Food and Restaurent,High Income,>= 50,0,2/2/2014
NY,Entertainment,High Income,40 to 50,440,2/2/2014
NY,Hobby,High Income,<= 30,203,2/2/2014
NY,Food and Restaurent,High Income,<= 30,163,2/2/2014
NY,Hobby,High Income,30 to 40,291,2/2/2014
NY,Food and Restaurent,High Income,<= 30,244,2/2/2014
NY,Food and Restaurent,High Income,<= 30,387,2/2/2014
NY,Food and Restaurent,High Income,<= 30,336,2/3/2014
NY,Gamble,High Income,<= 30,0,2/3/2014
NY,Food and Restaurent,High Income,<= 30,159,2/3/2014
NY,Entertainment,High Income,40 to 50,335,2/3/2014
NY,Food and Restaurent,High Income,<= 30,90,2/3/2014
NY,Food and Restaurent,High Income,<= 30,352,2/3/2014
NY,Food and Restaurent,High Income,<= 30,478,2/3/2014
NY,Gamble,High Income,<= 30,0,2/3/2014
NY,Food and Restaurent,High Income,<= 30,194,2/3/2014
NY,Entertainment,High Income,40 to 50,363,2/3/2014
NY,Food and Restaurent,High Income,<= 30,199,2/3/2014
NY,Entertainment,High Income,>= 50,248,2/3/2014
NY,Gamble,High Income,<= 30,0,2/3/2014
NY,Gamble,High Income,<= 30,0,2/4/2014
NY,Food and Restaurent,High Income,>= 50,800,2/4/2014
NY,Gamble,High Income,<= 30,0,2/4/2014
NY,Hobby,High Income,<= 30,296,2/4/2014
NY,Food and Restaurent,High Income,<= 30,77,2/5/2014
NY,Hobby,High Income,<= 30,128,2/5/2014
NY,Food and Restaurent,High Income,<= 30,105,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Food and Restaurent,High Income,<= 30,243,2/6/2014
NY,Gamble,High Income,<= 30,148,2/6/2014
NY,Food and Restaurent,High Income,30 to 40,0,2/6/2014
NY,Entertainment,High Income,>= 50,181,2/6/2014
NY,Food and Restaurent,High Income,30 to 40,369.07,2/6/2014
NY,Food and Restaurent,High Income,30 to 40,94,2/6/2014
NY,Entertainment,High Income,30 to 40,251,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Entertainment,Low Income,<= 30,356,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Hobby,High Income,<= 30,297,2/6/2014
NY,Food and Restaurent,High Income,>= 50,150,2/6/2014
NY,Hobby,High Income,40 to 50,287,2/6/2014
NY,Food and Restaurent,High Income,>= 50,397,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Gamble,High Income,<= 30,596,2/6/2014
NY,Entertainment,High Income,>= 50,1609,2/6/2014
NY,Gamble,High Income,<= 30,0,2/6/2014
NY,Food and Restaurent,High Income,40 to 50,512,2/6/2014
NY,Entertainment,High Income,<= 30,401,2/6/2014
NY,Food and Restaurent,High Income,<= 30,124,2/7/2014
NY,Hobby,High Income,<= 30,499,2/7/2014
NY,Hobby,High Income,<= 30,116,2/7/2014
NY,Education,High Income,30 to 40,2462.21,2/7/2014
NY,Food and Restaurent,High Income,<= 30,498.62,2/7/2014
NY,Food and Restaurent,High Income,<= 30,180,2/7/2014
NY,Food and Restaurent,High Income,<= 30,194,2/8/2014
NY,Food and Restaurent,High Income,<= 30,238,2/8/2014
NY,Entertainment,High Income,30 to 40,207,2/8/2014
AZ,Entertainment,High Income,30 to 40,5671,2/8/2014
NY,Hobby,High Income,<= 30,251,2/8/2014
AZ,Hobby,High Income,30 to 40,5671,2/8/2014
AZ,Food and Restaurent,High Income,30 to 40,5671,2/8/2014
NY,Food and Restaurent,High Income,30 to 40,183,2/8/2014
NY,Food and Restaurent,High Income,<= 30,34,2/8/2014
NY,Hobby,High Income,<= 30,1194,2/9/2014
NY,Hobby,High Income,<= 30,359,2/9/2014
NY,Gamble,High Income,<= 30,272,2/9/2014
NY,Food and Restaurent,High Income,<= 30,574.34,2/9/2014
NY,Hobby,High Income,30 to 40,223,2/9/2014
NY,Food and Restaurent,High Income,30 to 40,174,2/9/2014
NY,Hobby,High Income,30 to 40,440,2/9/2014
AZ,Food and Restaurent,Medium Income,40 to 50,5671,2/9/2014
NY,Food and Restaurent,High Income,30 to 40,301,2/9/2014
NY,Food and Restaurent,High Income,<= 30,541,2/9/2014
AZ,Food and Restaurent,High Income,<= 30,5671,2/10/2014
NY,Entertainment,High Income,40 to 50,366,2/10/2014
AZ,Food and Restaurent,High Income,30 to 40,5671,2/10/2014
AZ,Food and Restaurent,High Income,30 to 40,5671,2/10/2014
NY,Food and Restaurent,High Income,<= 30,831,2/10/2014
NY,Gamble,High Income,<= 30,0,2/10/2014
AZ,Hobby,High Income,<= 30,5671,2/10/2014
AZ,Entertainment,High Income,30 to 40,5671,2/10/2014
NY,Food and Restaurent,High Income,<= 30,622,2/10/2014
NY,Gamble,High Income,<= 30,62,2/10/2014
NY,Food and Restaurent,High Income,<= 30,80,2/10/2014
AZ,Hobby,High Income,<= 30,5671,2/10/2014
NY,Food and Restaurent,High Income,<= 30,76,2/10/2014
NY,Hobby,High Income,30 to 40,784,2/10/2014
NY,Gamble,High Income,<= 30,0,2/10/2014
NY,Food and Restaurent,High Income,30 to 40,285,2/10/2014
NY,Gamble,High Income,<= 30,0,2/10/2014
AZ,Food and Restaurent,High Income,<= 30,5671,2/11/2014
NY,Gamble,High Income,<= 30,0,2/11/2014
NY,Food and Restaurent,High Income,<= 30,717,2/11/2014
AZ,Education,High Income,<= 30,5671,2/11/2014
NY,Food and Restaurent,High Income,<= 30,315,2/11/2014
NY,Food and Restaurent,High Income,<= 30,214,2/11/2014
NY,Food and Restaurent,High Income,<= 30,214,2/11/2014
NY,Food and Restaurent,High Income,<= 30,87,2/11/2014
NY,Entertainment,High Income,30 to 40,484,2/11/2014
AZ,Hobby,Medium Income,40 to 50,5671,2/11/2014
AZ,Gamble,High Income,<= 30,5671,2/11/2014
NY,Food and Restaurent,High Income,<= 30,205,2/11/2014
NY,Food and Restaurent,High Income,40 to 50,401,2/11/2014
NY,Entertainment,High Income,<= 30,643,2/11/2014
AZ,Food and Restaurent,High Income,30 to 40,5671,2/11/2014
NY,Entertainment,Medium Income,<= 30,451,2/11/2014
AZ,Entertainment,High Income,30 to 40,5671,2/11/2014
AZ,Hobby,High Income,30 to 40,5671,2/11/2014
NY,Hobby,High Income,>= 50,858,2/11/2014
AZ,Hobby,High Income,30 to 40,555,2/11/2014
NY,Food and Restaurent,High Income,<= 30,84,2/11/2014
NY,Hobby,High Income,30 to 40,335,2/11/2014
AZ,Hobby,High Income,<= 30,555,2/12/2014
AZ,Food and Restaurent,High Income,40 to 50,555,2/12/2014
NY,Entertainment,High Income,30 to 40,837,2/12/2014
NY,Food and Restaurent,High Income,<= 30,457,2/12/2014
NY,Education,High Income,30 to 40,71,2/12/2014
NY,Entertainment,High Income,40 to 50,1497,2/12/2014
NY,Hobby,High Income,<= 30,0,2/12/2014
NY,Hobby,High Income,<= 30,0,2/12/2014
NY,Hobby,High Income,<= 30,141,2/12/2014
NY,Entertainment,High Income,<= 30,187,2/12/2014
NY,Entertainment,High Income,<= 30,141,2/13/2014
NY,Hobby,High Income,<= 30,205,2/13/2014
NY,Hobby,High Income,<= 30,148,2/13/2014
NY,Gamble,High Income,>= 50,1632,2/14/2014
NY,Entertainment,High Income,<= 30,0,2/14/2014
NY,Education,High Income,30 to 40,1439,2/14/2014
AZ,Education,High Income,<= 30,555,2/14/2014
NY,Food and Restaurent,High Income,<= 30,0,2/14/2014
NY,Hobby,High Income,30 to 40,493,2/14/2014
NY,Food and Restaurent,High Income,30 to 40,168,2/14/2014
NY,Food and Restaurent,High Income,30 to 40,75,2/14/2014
NY,Food and Restaurent,High Income,<= 30,692,2/14/2014
AZ,Food and Restaurent,High Income,<= 30,555,2/15/2014
NY,Food and Restaurent,High Income,<= 30,306,2/15/2014
AZ,Hobby,High Income,30 to 40,555,2/15/2014
NY,Food and Restaurent,High Income,30 to 40,94,2/15/2014
NY,Food and Restaurent,High Income,<= 30,145,2/15/2014
NY,Hobby,High Income,30 to 40,596,2/15/2014
NY,Entertainment,High Income,40 to 50,142,2/15/2014
NY,Gamble,High Income,<= 30,0,2/15/2014
NY,Food and Restaurent,High Income,40 to 50,714,2/15/2014
AZ,Food and Restaurent,Medium Income,>= 50,555,2/16/2014
NY,Education,High Income,30 to 40,249,2/16/2014
AZ,Food and Restaurent,High Income,<= 30,555,2/16/2014
AZ,Entertainment,Medium Income,40 to 50,555,2/16/2014
AZ,Hobby,High Income,40 to 50,555,2/16/2014
NY,Food and Restaurent,High Income,40 to 50,58,2/16/2014
NY,Hobby,High Income,30 to 40,340,2/16/2014
NY,Gamble,High Income,<= 30,0,2/16/2014
AZ,Entertainment,Medium Income,40 to 50,555,2/16/2014
AZ,Education,High Income,40 to 50,555,2/17/2014
AZ,Food and Restaurent,Medium Income,40 to 50,555,2/17/2014
AZ,Entertainment,High Income,30 to 40,555,2/17/2014
NY,Hobby,High Income,30 to 40,189,2/17/2014
NY,Entertainment,Low Income,>= 50,366,2/17/2014
AZ,Hobby,High Income,40 to 50,555,2/17/2014
NY,Gamble,High Income,<= 30,0,2/17/2014
